date,volcano,value,unit,track,product,sensor,image_path
2020-11-08T09:57:07,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201102T095618_20201108T095707_VV_disp.png
2020-11-08T09:57:32,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201102T095643_20201108T095732_VV_disp.png
2020-11-08T09:57:32,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201102T095708_20201108T095732_VV_disp.png
2020-11-13T10:01:29,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201107T100042_20201113T100128_VV_disp.png
2020-11-13T23:43:06,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201107T234224_20201113T234305_VV_disp.png
2020-11-15T23:27:37,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201103T232736_20201115T232736_VV_disp.png
2020-11-19T10:00:42,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201113T100128_20201119T100042_VV_disp.png
2020-11-19T23:42:24,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201113T234305_20201119T234223_VV_disp.png
2020-11-20T09:57:07,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201108T095707_20201120T095706_VV_disp.png
2020-11-20T09:57:32,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201108T095732_20201120T095731_VV_disp.png
2020-11-20T09:57:32,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201108T095732_20201120T095731_VV_disp.png
2020-11-25T10:01:28,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201119T100042_20201125T100128_VV_disp.png
2020-11-25T23:43:05,Villarrica,5.11e-06,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201119T234223_20201125T234305_VV_disp.png
2020-11-26T09:56:18,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201120T095706_20201126T095618_VV_disp.png
2020-11-26T09:56:43,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201120T095731_20201126T095643_VV_disp.png
2020-11-26T09:57:08,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201120T095731_20201126T095708_VV_disp.png
2020-11-27T23:27:36,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201115T232736_20201127T232736_VV_disp.png
2020-12-01T10:00:42,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201125T100128_20201201T100042_VV_disp.png
2020-12-01T23:42:23,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201125T234305_20201201T234223_VV_disp.png
2020-12-02T09:57:06,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201126T095618_20201202T095706_VV_disp.png
2020-12-02T09:57:31,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201126T095643_20201202T095731_VV_disp.png
2020-12-02T09:57:31,Villarrica,0.000103,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201126T095708_20201202T095731_VV_disp.png
2020-12-07T10:01:28,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201201T100042_20201207T100128_VV_disp.png
2020-12-07T23:43:05,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201201T234223_20201207T234304_VV_disp.png
2020-12-08T09:56:18,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201202T095706_20201208T095617_VV_disp.png
2020-12-08T09:56:43,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201202T095731_20201208T095642_VV_disp.png
2020-12-08T09:57:08,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201202T095731_20201208T095707_VV_disp.png
2020-12-09T23:27:36,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201127T232736_20201209T232735_VV_disp.png
2020-12-13T10:00:42,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201207T100128_20201213T100041_VV_disp.png
2020-12-13T23:42:23,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201207T234304_20201213T234222_VV_disp.png
2020-12-14T09:57:06,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201208T095617_20201214T095706_VV_disp.png
2020-12-14T09:57:31,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201208T095642_20201214T095730_VV_disp.png
2020-12-14T09:57:31,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201208T095707_20201214T095730_VV_disp.png
2020-12-15T23:26:54,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201209T232735_20201215T232653_VV_disp.png
